toxic_sentence,non_toxic_sentence,lang
تونس لديها إعلام يد الشيوعيين والحداثيين لذالك تستطيع تعرف قلي بربك الكفار ينشرون الحق,تونس لديها إعلام يد الشيوعيين والحداثيين لذالك تستطيع تعرف قلي بربك الكفار ينشرون الحق,ar
روح نيك امك نخطيوكم تموتو بالشر كلاب خوافين توصلو لرجلينا اعطاتكم فرنسا استقلالكم تتحل الحدود الجزائر المغرب المغرب تجيكم ازمة اقتصادية خطراكش معمدين السياحة السياح جزائريين تضيعو ضحكتو الارهاب جاتكم دالتكم قواودة حشا مايستاهلش,روح نيك امك نخطيوكم تموتو بالشر اعطاتكم فرنسا استقلالكم تتحل الحدود الجزائر المغرب المغرب تجيكم ازمة اقتصادية خطراكش معمدين السياحة السياح جزائريين تضيعو ضحكتو الارهاب جاتكم دالتكم قواودة مايستاهلش,ar
انت حقآ وقح عاهرة تحاضر بالعفة,انت حقآ وقح تحاضر بالعفة,ar
عالم ناس تونسي اعترف بنات تونس اكبر قحاب العالم الاسلامي رحم ربي,عالم ناس تونسي اعترف بنات تونس اكبر ناس العالم الاسلامي رحم ربي,ar
" مجموعة مسلحة 
فتانة رقم واحد 
نانسي السبع",مجموعة مسلحة رقم واحد نانسي السبع,ar
حكم ويجب تطبيقه هههه تطبيق الحدود الدول العربيه رجم الزاني المحصن جلد الزاني المحصن قطع يد السارق قتل المرتد تطبقونها تعرفون شريعه متخلفه انكم تلتزموا بالحدود الالتزام بشريعه الاسلام الميراث االفرق عجيب امركم,حكم ويجب تطبيقه هههه تطبيق الحدود الدول العربيه رجم الزاني المحصن جلد الزاني المحصن قطع يد السارق قتل المرتد تطبقونها تعرفون شريعه انكم تلتزموا بالحدود الالتزام بشريعه الاسلام الميراث االفرق عجيب امركم,ar
"#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية… ://./5",#ديما_الواطية #ديما_الواطية #ديما_الواطية #ديما_الواطية #ديما_الواطية... ://./5,ar
@User.IDX نريد قرار حاسم يعيد الحق الي أهله ويطلب من الاحتلال الصهيوني الانسحاب الفوري من الجولان حثالة صفقة القرن هم سبب تمادي أمريكا و احفاد القردة منذ أتى ترامب وانا أراهم يهنون رغم أنهم كبار في السن و الله عيب يدعون الشهامة و المرجلة وهم هز هز 😂🐴 ,@User.IDX نريد قرار حاسم يعيد الحق الي أهله ويطلب من الاحتلال الصهيوني الانسحاب الفوري من الجولان صفقة القرن هم سبب تمادي أمريكا و احفاد الأشخاص منذ أتى ترامب وانا أراهم يهنون رغم أنهم كبار في السن و الله عيب يدعون الشهامة و المرجلة وهم هز هز 😂🐴,ar
 لو بتعيريناسكوتك. مين أنت تتمسخري عالرئيس   مفكرة حالك مهضومة؟,لو بتعيريناسكوتك. مين أنت تتمسخري عالرئيس مفكرة حالك مهضومة؟,ar
 الله يسمع منك ويقبر قلبك الهي,الله يسمع منك ويقبر قلبك الهي,ar
يا تحكيم يا ابن الشرموطه !!!!,يا تحكيم!!!!,ar
@User.IDX ... مهنية الخنزيرة تعكس بالتمام والكمال أقدم مهنة في التأريخ أو The World’s Oldest Profession ,@User.IDX... مهنية الخنزيرة تعكس بالتمام والكمال أقدم مهنة في التأريخ أو The World’s Oldest Profession,ar
الحق الرىيس التونسي الحق الشباب التونسي يحملو السلاح اعلان الجهاد قتل الكفار,الحق الرىيس التونسي الحق الشباب التونسي يحملو السلاح اعلان الجهاد قتل الكفار,ar
@User.IDX ليخرج فئران حماس من جحورهم و يواجهوا اليهود ان كانوا رجال بدل من ارسالهم القطيع للماهرات على حدود اليهود ,@User.IDX ليخرج حماس من جحورهم و يواجهوا اليهود ان كانوا رجال بدل من ارسالهم القطيع للماهرات على حدود اليهود,ar
- -السيسي ده ديكتاتور و بيسجن الرأي المعارض لازم يبقي عندنا ديمقراطيه و تقبل لل رأي الاخر . <>-انا بحب الصيف و بكره    <>- -يالا يا متخلف يا زباله ابوك علي ابو ال جابك !,- -السيسي ده ديكتاتور و بيسجن الرأي المعارض لازم يبقي عندنا ديمقراطيه و تقبل لل رأي الاخر. <>-انا بحب الصيف و بكره <>- -يالا,ar
الوطن يحتاج لرجال تقف معه لا عرصات تقف ضده الوطن غلي الوطن عزيز كما قال المقبور سيدك اية الله حافظ اسدي…,الوطن يحتاج لرجال تقف معه لا نساء تقف ضده الوطن غلي الوطن عزيز كما قال سيدك اية الله حافظ اسدي...,ar
دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن؟ دخلك مشكنتو تسبو في طالع نازل؟ خراس يا منافق دم زلمتك برقبتكن,دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن؟ دخلك مشكنتو تسبو في طالع نازل؟ دم زلمتك برقبتكن,ar
1  انت من هيدي الامة...سخيفة !!!,1 انت من هيدي الامة!!!,ar
بس حاب احكيلك كول هوا و انتهى النقاش بنسبة الي,بس حاب احكيلك كول هوا و انتهى النقاش بنسبة الي,ar
 وع فكرة انا كنت عايز اكتب حبها برص مينفعش تكمل معاه ...<>بس عيب عليه اساسا بغض النظر عن تعليقات صحابه هو مينفعش ينزل صورها عيب دي لو اختي كنت هعمل لخطيبها ذي ما بيعمل العريس للعروسه واقوله بطلنا معندناش بنات للجواز يا ديوس يا معرض وأعمل,وع فكرة انا كنت عايز اكتب حبها برص مينفعش تكمل معاه...<>بس عيب عليه اساسا بغض النظر عن تعليقات صحابه هو مينفعش ينزل صورها عيب دي لو اختي كنت هعمل لخطيبها ذي ما بيعمل العريس للعروسه واقوله بطلنا معندناش بنات للجواز وأعمل,ar
"""بالإمكان توظيف البغل مستشارا للأمن القومي مثلما كان عليه """"الحكيم مرجان"""" طبعا.. ""","""بالإمكان توظيفه مستشارا للأمن القومي مثلما كان عليه """"الحكيم مرجان"""" طبعا.. """,ar
@User.IDX معتوه .. حرام يا مصر ,@User.IDX ليس جيدًا.. حرام يا مصر,ar
كان زهايمر ياتي في عمر متأخر بس ها الزمن بلش الزهايمر من عندك للعمر متأخر محتاج الى حكيم نفساني ليعالج هواجس عقلك,كان زهايمر ياتي في عمر متأخر بس ها الزمن بلش الزهايمر من عندك للعمر متأخر محتاج الى حكيم نفساني ليعالج هواجس عقلك,ar
_  الله يلعن اللي فلت الجحش وربط ديما الواطية,_ الله يرحم اللي فلت وربط ديما الواطية,ar
الغلط من البنت...؟؟!؟!؟؟!؟ الغلط من الأب ....!؟!؟!؟! الغلط من الأم .....؟!؟!؟!؟؟ البنت لا تتحمل خطأهم ... في أكثر من طريقة لكي تحل المشكلة .... بس كيف حاجه زي دي تمشي عادي ..... آآآآآه لازم نتهم الإسلام ونجعله في موقف المتهم .... وبذلك وصلت الفكره .... أولاد الحرام اللقطاء مجهولي الأبوين كل هؤلاء يتمتعون بكامل حقوقهم المدنيه في أي دولة من دول العالم وبالقانون .... بس هذا فيديو الغرض منه اتهام الإسلام والمسلمين بالتخلف ..... ,الغلط من البنت...؟؟!؟!؟؟!؟ الغلط من الأب....!؟!؟!؟! الغلط من الأم.....؟!؟!؟!؟؟ البنت لا تتحمل خطأهم... في أكثر من طريقة لكي تحل المشكلة.... بس كيف حاجه زي دي تمشي عادي..... آآآآآه لازم نتهم الإسلام ونجعله في موقف المتهم.... وبذلك وصلت الفكرة.... أولاد الحرام اللقطاء مجهولي الأبوين كل هؤلاء يتمتعون بكامل,ar
يمثل تحفة الفن والعمارة القوطية ويعد من المعالم التاريخية في فرنسا وذكرت في رواية أحدب نوتردام ويعود تاريخ المبنى إلى العصور الوسطى إستغرق بنائهُ 100 عام وحرق في ساعات<>(وش تستفيد من هذا يا مصلح انت وهيله يامتسامحين يا منبطحين يا امة ضحكت من جهلها الأمم) <>#كاتدراييه_نوتردام,يمثل تحفة الفن والعمارة القوطية ويعد من المعالم التاريخية في فرنسا وذكرت في رواية أحدب نوتردام ويعود تاريخ المبنى إلى العصور الوسطى إستغرق بنائهُ 100 عام وحرق في ساعات<>(وش تستفيد من هذا يا مصلح انت وهيله يا امة ضحكت من جهلها الأمم) <>#كاتدراييه_نوتردام,ar
بلاد الكفر لا يوجد فيها رحمه بي الحيوان الكفره لا يعقلون انسان عاقل له عقل يخطط به ويدبر حاله ساعة الخطر يساوي نفسه بي حيوان ليس له عقل ولا تخطيط ويقول انا بطل انتصرت عليه انهم فعلا ضعفاء امام المسلمين لولا وجود الخونه الكثرين بيننا الذين زرعوهم بيننا لكنا قادتهم ولكن للاسف نحن لهم حاليا عباره عن تيييت ,بلاد الكفر لا يوجد فيها رحمه بي الحيوان الكفره لا يعقلون انسان عاقل له عقل يخطط به ويدبر حاله ساعة الخطر يساوي نفسه بي حيوان ليس له عقل ولا تخطيط ويقول انا بطل انتصرت عليه انهم فعلا ضعفاء امام المسلمين لولا وجود الخونه الكثرين بيننا الذين زرعوهم بيننا لكنا قادتهم ولكن للاسف نحن لهم حاليا عباره عن تيييت,ar
 _ اه يا عميلة يا خاينة يا بتوع السفارات,اه يا عميلة يا بتوع السفارات,ar
انت خراس وخليك بمنشارك وهيدا اللي عم يحكي عالتويتر كمان يخرس,انت خاس وخليك بمنشارك وهيدا اللي عم يحكي عالتويتر كمان,ar
" : إوعى تبطل أكل يا متأني يا كُرباج يا مقلوظ إنت ياجيلى بالمهلبيه.""","إوعى تبطل أكل يا متأني يا كُرباج إنت ياجيلى بالمهلبيه.""",ar
@User.IDX يااقذر خلق الله ده واضح انه حارقكم قوي ,@User.IDX ده واضح انه حارقكم قوي,ar
هو كلب وانت كلب اكثر منه وبن زايد سيد الكلاب وزايد كبيركم,هو شخص سيئ وانت شخص سيئ اكثر منه وبن زايد سيدكم وزايد كبيركم,ar
بدك تعود حالك إنّو ال مليار الدين العام رح يصيرو مليار ورح تضلّك تهتف يا مسطول بالروح بالدم منفديك يا زعيم ، والله ليوصل عواكم على قبرص من الفقر,بدك تعود حالك إنّو ال مليار الدين العام رح يصيرو مليار ورح تضلّك تهتف يا مسطول بالروح بالدم منفديك يا زعيم ، والله ليوصل عواكم على قبرص من الفقر,ar
 نشالله بيقبر قلبك وعضامك حقك صرمايه,نشالله بيقبر قلبك وعضامك حقك,ar
 يالا حضري حالك عل صحارة البندورة الفاسدة يا فاسدة.كمان منزلي معك ذات الشباب من خوفك شرشوحة,يالا حضري حالك عل صحارة البندورة الفاسدة.كمان منزلي معك ذات الشباب من خوفك,ar
اقسم بالله العظيم اصدق الخبر خبر خطير جدآ جدآ يمس اساس العقيدة الاسلامية يوجد دولة عربية اسلامية تتجرأ تفعل قرار القرار كفر صريح الحكومة التونسية العلمانيه بقيادة السيبسي العلماني الخبيث يريدون هدم الدين الاسلامي حسبي ونعم الوكيل ينصركم اخواننا تونس الحكومه الكافره,اقسم بالله العظيم اصدق الخبر خبر خطير جدآ جدآ يمس اساس العقيدة الاسلامية يوجد دولة عربية اسلامية تتجرأ تفعل قرار القرار كفر صريح الحكومة التونسية العلمانيه بقيادة السيبسي العلماني يريدون هدم الدين الاسلامي حسبي ونعم الوكيل ينصركم اخواننا تونس الحكومه الكافره,ar
الاخر تونس تحتاج فتح اسلامي جديد,الاخر تونس تحتاج فتح اسلامي جديد,ar
@User.IDX روحي العبي غيرها يا شاطره ,@User.IDX روحي العبي غيرها,ar
الآخر امرأة مثلها وراها كثير الأسرار المعروف دورها نشر الرذيلة أعتقد زرعها داخل المجتمع البرجوازي والرياضي وراها مخابرات ومحمية بالجنسية البريطانية بنت والأيام ستثبت كلامي ممسطها ميلدها ومركها خييييييت,الآخر امرأة مثلها وراها كثير الأسرار المعروف دورها نشر الرذيلة أعتقد زرعها داخل المجتمع البرجوازي والرياضي وراها مخابرات ومحمية بالجنسية البريطانية بنت والأيام ستثبت كلامي,ar
يا قرة العين،السادة الأفاضل شبيحة و حاضنة و أحذية النظام ما عم يشتكوا من السيد الرئيس،الجماعة عم يشتكوا للسيد الرئيس،بقى بلاها تحليلاتك المعمقة عن التململ ضمن البيئة الحاضنة للنظام من النظام و قوم اشربلك كاسة حليب و نام ريتو صحتين على قلبك إلهي منحبك القيادة الحكيمة,يا قرة العين،السادة الأفاضل شبيحة و حاضنة و أحذية النظام ما عم يشتكوا من السيد الرئيس،الجماعة عم يشتكوا للسيد الرئيس،بقى بلاها تحليلاتك المعمقة عن التململ ضمن البيئة الحاضنة للنظام من النظام و قوم اشربلك كاسة حليب و نام ريتو صحتين على قلبك إلهي منحبك القيادة الحكيمة,ar
وانا اتمنى يا وهاب الكلب عدم توجيه كلامك الى معلمك وليد بيك الأنو الكلاب لي متلك ما بتح…,وانا اتمنى عدم توجيه كلامك الى معلمك وليد بيك الأنو لي متلك ما بتح...,ar
@User.IDX عسى الله ان يهلكك اللي ايده بالنار مو مثل اللي ايده بالماي قال ايش عفو قبحك الله وقبح ما جئت به ,@User.IDX عسى الله ان يهلكك اللي ايده بالنار مو مثل اللي ايده بالماي قال ايش عفو قبحك الله وقبح ما جئت به,ar
لو في دولة لازم انت يا كلب ما تطلع من السجن,لو في دولة لازم انت ما تطلع من السجن,ar
لاحولة بالله ملحدون الملعونون نترك تعالى قتلتومونا الحمد لله نعمة الاسلام ايرث رجل ياخد قسمة والامرءة تاخد نصف قسمة,لاحولة بالله ملحدون الملعونون نترك تعالى قتلتومونا الحمد لله نعمة الاسلام ايرث رجل ياخد قسمة والامرءة تاخد نصف قسمة,ar
13668441 7  ما راح نعطيها هل الشرف خليها تعوي لتشبع ���,13668441 7 ما راح نعطيها هل الشرف خليها تعوي لتشبع,ar
ولك انت دب مع كل العالم سكوت,ولك انت مع كل العالم سكوت,ar
السبسي كافر ويحلل الخمر معامل علاقة بالقرآن والآيات,السبسي ليس لديه علاقة بالقرآن والآيات,ar
 لا منطق و لا شكل و لا هيئة ، لككك اذا شافوكي جماعة الحزب ليفشّو كل خلقن فيكي عهالمنظر و هيك بيكتفو و بيرجعو على بيوتن,لا منطق و لا شكل و لا هيئة ، لككك اذا شافوكي جماعة الحزب ليفشّو كل خلقن فيكي عهالمنظر و هيك بيكتفو و بيرجعو على بيوتن,ar
اذا هالمرة بتقولولنا انو رجعت قصة تشكيل الحكومة للمربع الأول، رح نقلكن أختكن ع إخت هاللعبة ما بقى بدنا نلعب,اذا هالمرة بتقولولنا انو رجعت قصة تشكيل الحكومة للمربع الأول، رح نقلكن أختكن ع إخت هاللعبة ما بقى بدنا نلعب,ar
و انت يا وديع خليك ساكت احسن ما تاكل نصيبك نحن ما حدا بسكتنا و الي بيغلط مندعسو,و انت يا وديع خليك ساكت احسن ما تاكل نصيبك نحن ما حدا بسكتنا و الي بيغلط مندعسو,ar
إمام مسجد مثلي يزوج المثليين المسلمين ورسوله المسجد قرآنكم يحرم المثلية إشنوا تجيبوا للبلاد,إمام مسجد مثلي يزوج المثليين المسلمين ورسوله المسجد قرآنكم يحرم المثلية إشنوا تجيبوا للبلاد,ar
" نصرالله تاج راسنا والشمس طالعة رالناس قاشعة مين هو الفاسد مش ناطر وحدة فاسدة ومرتزقة مثلك تنعتوا بالفساد
 وحدة غبية روحي انضبي",نصرالله تاج راسنا والشمس طالعة رالناس قاشعة مين هو الفاسد مش ناطر وحدة فاسدة ومرتزقة مثلك تنعتوا بالفساد وحدة روحي انضبي,ar
زوران يا زفت الطين يا حيوان #الهلال_الاهلي,يا حيوان #الهلال_الاهلي,ar
ولا واحد من الحمير العرب القامعين على السلطة انحنوا لا لكبير ولا لصغير,ولا واحد من العرب القامعين على السلطة انحنوا لا لكبير ولا لصغير,ar
اسمك ياعدو ولاتذكر الاسلام لسانك الاسلام حكم العالم تكونوا تجرؤؤن رفع اصواتكم ايها الجبناء,اسمك ياعدو ولاتذكر الاسلام لسانك الاسلام حكم العالم تكونوا تجرؤؤن رفع اصواتكم ايها الناس,ar
"@User.IDX منذ أختُلقت #قناة_الجزيرة الصهيونية عدوة السلم والأمن للحياة العامه #والفتنة تدق أوتادها في إرجاء العالم وكلابها يهرولون إلى طريق الجنون لإرتشاف لذة الفوضى والخراب يقدّمون بالأمل ألم وبالأوهام الدماء,تسعى عبر عُملائِها في الداخل والخارج بتصدير ا","@User.IDX منذ أختُلقت #قناة_الجزيرة عدوة السلم والأمن للحياة العامه #والفتنة تدق أوتادها في إرجاء العالم وكلابها يهرولون إلى طريق الجنون لإرتشاف لذة الفوضى والخراب يقدّمون بالأمل ألم وبالأوهام الدماء,تسعى عبر عُملائِها في الداخل والخارج بتصدير ا",ar
الحمد لله اننا المغرب ولازال يفطر رمضان يختبئ كالجرذ الحقير بيته خوفا المحاسبة والمخزن سر تعلقنا بالحكم المغرب يحفظ اراد الفساد يستطيع المجاهرة علنا يهدي الامة الاسلامية واسال حال الاغلبية تونس مايبينه الفيديو,الحمد لله اننا المغرب ولازال يفطر رمضان يختبئ بيته خوفا المحاسبة والمخزن سر تعلقنا بالحكم المغرب يحفظ اراد الفساد يستطيع المجاهرة علنا يهدي الامة الاسلامية واسال حال الاغلبية تونس مايبينه الفيديو,ar
 😲😲😲😲😲😲😲😲😲😲😲 يا مصيبتي يا مصيبتي علي الفضايح ده باسيل ده طلع مافيا مش فاسد يخرب بيته,😲😲😲😲😲😲😲😲😲😲 يا مصيبتي يا مصيبتي علي الفضايح ده باسيل ده طلع مافيا مش فاسد يخرب بيته,ar
@User.IDX بما ان قناة الخنزيرة القطرية تجاهلت دور عبد الله بن حسين الاحمر في اغتيال الرئيس الحمدي فلا شك انها لن تبحث في جريمة اغتيال جار الله عمر لانها لن تكشف مؤمرات الاخوان المسلمون للعالم لانه يتعارض مع سياستها #صلاح_هرهرة ,@User.IDX بما ان قناة الخنزيرة القطرية تجاهلت دور عبد الله بن حسين الاحمر في اغتيال الرئيس الحمدي فلا شك انها لن تبحث في جريمة اغتيال جار الله عمر لانها لن تكشف مؤمرات الاخوان المسلمون للعالم لانه يتعارض مع سياستها #صلاح_هرهرة,ar
 ديما صادق احذروها هي ناقوس فتنوي في مشروع مشبوه وبوق اعلامي مأجور انها قرن شيطان احذروها.,ديما صادق احذروها هي ناقوس فتنوي في مشروع مشبوه وبوق اعلامي مأجور انها قرن احذروها.,ar
سوريا لاهل الارض😍💪 كلاب ايران بالتركسات الصفر ع القبر وجنهم الحمرة 😅👌 ,سوريا لاهل الارض😍💪 ايران بالتركسات الصفر ع القبر وجنهم الحمرة 😅👌,ar
 مالكشى دعوة يا مرتزق يا جعان يا عرة,مالكشى دعوة,ar
 معلش.. الخطيب عجبنا برده.. ملكش فيه يا مطرود يا بتاع السبوبه والحريم😂,معلش.. الخطيب عجبنا برده.. ملكش فيه يا مطرود يا بتاع السبوبه والحريم😂,ar
لو مانك جبان بلا منقودية يعني كنت كتبت هالتعليق من الاول,لو مانك بلا منقودية يعني كنت كتبت هالتعليق من الاول,ar
خليك عمالك تضحك يا صرماية ، يا كريكوز الجاهلية ، ما شاطر الا انك متل جرو الكلب تعوي ، المشكلة ما عاد في…,خليك عمالك تضحك، ما شاطر الا انك متل جرو الكلب تعوي، المشكلة ما عاد في...,ar
 : تسعينية يا ظلمه تقاضيكم <>وين تروح من من ربك يا ماجد الحقيل يا وزير #الاسكان انت والظالم الي معك مدير عام #الصندوق_الع…,تسعينية يا ظلمه تقاضيكم <>وين تروح من من ربك يا ماجد الحقيل يا وزير #الاسكان انت والظالم الي معك مدير عام #الصندوق_الع...,ar
" ومش حزب الله بعتن لانو اذا حزب الله بدو يبعت حدا بتعرفي كيف بينزل وما بيبقى الك وللي متلك مطرح تحت..
#خذي_حجمك_الطبيعي",ومش حزب الله بعتن لانو اذا حزب الله بدو يبعت حدا بتعرفي كيف بينزل وما بيبقى الك وللي متلك مطرح تحت.. #خذي_حجمك_الطبيعي,ar
سخان وجوع وشهوات ادني محملتوهاش وغدوى ربي ياااااا ديوت,وجوع وشهوات ادني محملتوهاش وغدوى ربي ياااااا ديوت,ar
 فشرتي يقبر قلبك..  بتنجسي بصهينتك يا وسخة يا عميلة يا منحطة... طقي موتي.. انتبهي كل اللي شفتي بس شوية انصار...,فشرتي يقبر قلبك.. بتنجسي بصهينتك... انتبهي كل اللي شفتي بس شوية انصار...,ar
 تعالى خاص وانا افشخ شخارير كوسك يا قحبة يا شرموطه يا منيوكه,تعالى خاص وانا افشخ شخارير كوسك,ar
السوريات فنانات اغراء الاوربيبن معبية خامجات ميمنعوش الاوروبية السفر فيقو توانسة بخصتو برواحكم تطعنو سمعة ابنة بلدك العالم الجهل شعوب المغرب العربي ولينا مضحكة الجهل لطيف الراجل يشكر بنت بلادو فضحتونا,السوريات فنانات اغراء الاوربيبن معبية خامجات ميمنعوش الاوروبية السفر فيقو توانسة بخصتو برواحكم تطعنو سمعة ابنة بلدك العالم شعوب المغرب العربي ولينا مضحكة الجهل لطيف الراجل يشكر بنت بلادو فضحتونا,ar
  من انتم يا حشرات يا عديمي الاصل والاخلاق لتقسموا البشر بطريقتكم الغبية هذا ان دل يدل على انكم بلا اصل ولذلك تششكون في اصول الناس وتودون ان كل الناس تصبح مثلكم بلا اصل لكي لا تكونوا الوحيدون,من انتم يا عديمي الاصل والاخلاق لتقسموا البشر بطريقتكم هذا ان دل يدل على انكم بلا اصل ولذلك تششكون في اصول الناس وتودون ان كل الناس تصبح مثلكم بلا اصل لكي لا تكونوا الوحيدون,ar
 تقصد بكلمتك عندنا من هم ؟! نظام الحمدين يا مرتزق ؟! خسئت يا شرذمة يا مشرد و خاب املك,تقصد بكلمتك عندنا من هم ؟! نظام الحمدين ؟! خسئت و خاب املك,ar
حقيقي ✋️ <>حلو انك ميجيش فيك اجوان عشان متخسرش !ده بديهي يعني <>بس حرفياً الزمالك بيطلع دين امي قدام و مش حلو نفضل ماشين بمبدأ يا نكسب يا نتعادل المهم منخسرش ..,حقيقي ✋️ <>حلو انك ميجيش فيك اجوان عشان متخسرش!ده بديهي يعني <>بس حرفياً الزمالك بيطلع دين امي قدام و مش حلو نفضل ماشين بمبدأ يا نكسب يا نتعادل المهم منخسرش..,ar
 : في اسوء موسم للهلال تخسى تاخذ الدوري منه يا وضيع الرياض يا اغبى نادي شفته في حياتي,في اسوء موسم للهلال تخسى تاخذ الدوري منه يا الرياض يا نادي شفته في حياتي,ar
@User.IDX اخبار يصدقها الخرفان والحمير والمماتعين والمماتعات ,@User.IDX اخبار يصدقها الناس,ar
قطيش هو كلب الحراسة الذي وظيفته أن ينبح حماية لأسياده وأولياء نعمته الذين يكرمونه بالعظمة آخر النهار,قطيش هو الحراسة الذي وظيفته أن ينبح حماية لأسياده وأولياء نعمته الذين يكرمونه بالعظمة آخر النهار,ar
جبران باسيل ل كارولين صرنا معودين على الخوزئة قبل امير قطر فيه كارلوس سليم اغنى رجل بالعالم مسحنا صب…,جبران باسيل ل كارولين صرنا معودين على الخوزئة قبل امير قطر فيه كارلوس سليم اغنى رجل بالعالم مسحنا صب...,ar
اقنع اختي تروح تختبر بدالي بس مشكلتها انها صارلها مليون سنه بالجامعه مايسوى عليها طقعه باخر ركعه منك لله يا العرب يا اسخف ماده وشايله همه بشكل,اقنع اختي تروح تختبر بدالي بس مشكلتها انها صارلها مليون سنه بالجامعه مايسوى عليها طقعه باخر ركعه منك لله يا العرب يا ماده وشايله همه بشكل,ar
 ستين نيله اما تاخدك يا سافل يا حيوان باللي ملقتش حد يربيك و لا يفهمك دينك <>جتك خيبه انت داهيه تاخدك,ستين نيله اما تاخدك باللي ملقتش حد يربيك و لا يفهمك دينك <>جتك خيبه انت تاخدك,ar
 شعب أسقط صرماية لي هي انت �,شعب أسقط شخصية لي هي انت,ar
@User.IDX إخراج المرأة من خدرها وحياءها تتراقص بجسدها كما تفعل عجوزكم المتصابية موزة أمام ديوثها حَمَد وسط حشود الناس تستخدمون بطون الجياع لتمرير برامج LGBT! مرحلة جديدة من الافساد في الأرض بمثل هذا👆لن يتحقق للسودان ما أُخرِجوا بسببه وما نال اليمن وسوريا,@User.IDX إخراج المرأة من خدرها وحياءها تتراقص بجسدها كما تفعل عجوزكم موزة أمام ديوثها حَمَد وسط حشود الناس تستخدمون بطون الجياع لتمرير برامج LGBT! مرحلة جديدة من الافساد في الأرض بمثل هذا👆لن يتحقق للسودان ما أُخرِجوا بسببه وما نال اليمن وسوريا,ar
" فيكي تاكلي خ ر ا يا مادموزيل يمنى الهبلة؟
وين الاعتداء عالمتظاهرين يا جحشة؟",فيكي تاكلي خ ر ا يا مادموزيل يمنى؟ وين الاعتداء عالمتظاهرين؟,ar
 احترم نفسك يا حيوان ... ٣٠ سنة يا كيزان يا خوالات و كمان جاى تقترح ... لو كان فيكم فايدة كان عملتوا حاجة في ٣٠ سنة,احترم نفسك... ٣٠ سنة و كمان جاى تقترح... لو كان فيكم فايدة كان عملتوا حاجة في ٣٠ سنة,ar
اه يا معرضين يا ولاد المت.... #اطمن_انت_مش_لوحدك ,اه يا معرضين يا ولاد المت.... #اطمن_انت_مش_لوحدك,ar
شعب جاهل وحكام فاسقين كلاب إمريكى والصهاينة,شعب جاهل وحكام فاسقين,ar
@User.IDX البركه فيكم وفي خليفة المسلمين طقعان وفي ورعكم تميم ومجوسكم الايرانيين وذيول الاخوان ,@User.IDX البركه فيكم وفي خليفة المسلمين طقعان وفي ورعكم تميم وايرانيين وذيول الاخوان,ar
قولي لضيفك ما يبلع ريقو احسن ما يتسمم ، مش مقبول الحقد هلقد على الشيعة,قولي لضيفك ما يبلع ريقو احسن ما يتسمم ، مش مقبول الحقد هلقد على الشيعة,ar
@User.IDX كلام فارغ الزنجية هذي قبل اسبوع اعتذرت لإسرائيل بس راح يطبلون لها قطيع الاخونجية 👇 <url> ,@User.IDX كلام فارغ هذي قبل اسبوع اعتذرت لإسرائيل بس راح يطبلون لها الاخونجية 👇 <url>,ar
  يا قذل ايش بك تنطز على المملوح، يعني عندما أدى كلمة حق يا دانق يا ود الدانقه، أيوه أصبح انعقاد جلسة للمجلس ضرب من الخيال بعد أن كان المجلس معزز مكرم في صنعاء يشرع قوانين ويتابع ويراقب سير العمل في السلطة التنفيذية من بعد ثورتكم ا,ايش بك تنطز على المملوح، يعني عندما أدى كلمة حق، أيوه أصبح انعقاد جلسة للمجلس ضرب من الخيال بعد أن كان المجلس معزز مكرم في صنعاء يشرع قوانين ويتابع ويراقب سير العمل في السلطة التنفيذية من بعد ثورتكم ا,ar
يلعن اخت الكذب، الزامبي ليس مسلم ومباراته كانت قبل عدة ايام من اللاعب المصري الكويت نيوز لا للحقيقة نعم للهبل,الزامبي ليس مسلم ومباراته كانت قبل عدة ايام من اللاعب المصري الكويت نيوز لا للحقيقة نعم للهبل,ar
خلي السعوديه تشرب بقا😃مش هما اللي ايدو واحد عر..زيو مع انهم شافو اخواتهم المصريين بيموتو لا وف الاخر دا كلو بيطلع علينا احنا من غير ذنب حسبنا الله ونعم الوكيل👊✌ ,خلي السعوديه تشرب بقا😃مش هما اللي ايدو واحد مع انهم شافو اخواتهم المصريين بيموتو لا وف الاخر دا كلو بيطلع علينا احنا من غير ذنب حسبنا الله ونعم الوكيل👊✌,ar
 _ يخرب عقلك ما اشنعك �����,_ ما اشنعك,ar
1  معروف اديش حقك خلص خرسي بقا,1 معروف اديش حقك خلص خرسي بقا,ar
 كل ما تلاقي حدا ما عبرك بتحكي عن السيد نصرالله عشان تبيني عالساحة  روحي انضبي,كل ما تلاقي حدا ما عبرك بتحكي عن السيد نصرالله عشان تبيني عالساحة روحي انضبي,ar
جبران باسيل و الحفّاظة وجهان لفائدة واحدة,جبران باسيل و الحفّاظة وجهان لفائدة واحدة,ar
